Date,open,high,low,close,adjclose,volume,ingested_at_utc
2016-06-17,35.90950012207031,36.10599899291992,34.95899963378906,36.104000091552734,36.104000091552734,335960000,2026-05-21 06:28:47.940487+00:00
2016-06-24,34.650001525878906,35.974998474121094,34.10599899291992,35.78099822998047,35.78099822998047,463254000,2026-05-21 06:28:47.940487+00:00
2016-07-01,35.86600112915039,36.977500915527344,35.82699966430664,36.82849884033203,36.82849884033203,244716000,2026-05-21 06:28:47.940487+00:00
2016-07-08,37.00699996948242,37.867000579833984,36.900001525878906,37.060001373291016,37.060001373291016,375620000,2026-05-21 06:28:47.940487+00:00
2016-07-15,37.32749938964844,37.46799850463867,36.43600082397461,37.221500396728516,37.221500396728516,256484000,2026-05-21 06:28:47.940487+00:00
2016-07-22,37.38949966430664,37.667999267578125,36.63750076293945,37.63050079345703,37.63050079345703,360348000,2026-05-21 06:28:47.940487+00:00
2016-07-29,38.25,38.525001525878906,37.51750183105469,38.03850173950195,38.03850173950195,414366000,2026-05-21 06:28:47.940487+00:00
2016-08-05,38.240501403808594,38.6875,38.05099868774414,38.5620002746582,38.5620002746582,203816000,2026-05-21 06:28:47.940487+00:00
2016-08-12,38.42300033569336,38.657501220703125,37.959999084472656,38.222999572753906,38.222999572753906,172726000,2026-05-21 06:28:47.940487+00:00
2016-08-19,38.095001220703125,38.23500061035156,37.60499954223633,37.96099853515625,37.96099853515625,178274000,2026-05-21 06:28:47.940487+00:00
2016-08-26,38.002498626708984,38.749000549316406,37.9900016784668,38.53099822998047,38.53099822998047,202214000,2026-05-21 06:28:47.940487+00:00
2016-09-02,38.705501556396484,39.53950119018555,38.51100158691406,39.202999114990234,39.202999114990234,207134000,2026-05-21 06:28:47.940487+00:00
2016-09-09,38.96799850463867,39.04999923706055,37.79999923706055,38.484500885009766,38.484500885009766,321124000,2026-05-21 06:28:47.940487+00:00
2016-09-16,38.66400146484375,40.294498443603516,38.54999923706055,40.23500061035156,40.23500061035156,330622000,2026-05-21 06:28:47.940487+00:00
2016-09-23,40.15650177001953,41.875,39.85749816894531,41.45249938964844,41.45249938964844,363376000,2026-05-21 06:28:47.940487+00:00
2016-09-30,41.63050079345703,42.36050033569336,41.51300048828125,42.08300018310547,42.08300018310547,326068000,2026-05-21 06:28:47.940487+00:00
2016-10-07,42.28950119018555,42.29750061035156,41.06050109863281,41.4640007019043,41.4640007019043,266266000,2026-05-21 06:28:47.940487+00:00
2016-10-14,41.75400161743164,41.7869987487793,40.154998779296875,40.51599884033203,40.51599884033203,282330000,2026-05-21 06:28:47.940487+00:00
2016-10-21,40.46799850463867,42.15449905395508,40.45000076293945,40.917999267578125,40.917999267578125,430136000,2026-05-21 06:28:47.940487+00:00
2016-10-28,39.099998474121094,40.04199981689453,38.1775016784668,38.35150146484375,38.35150146484375,609176000,2026-05-21 06:28:47.940487+00:00
2016-11-04,38.13949966430664,39.58700180053711,35.8849983215332,37.11899948120117,37.11899948120117,716580000,2026-05-21 06:28:47.940487+00:00
2016-11-11,36.7864990234375,37.875,35.505001068115234,37.81999969482422,37.81999969482422,560776000,2026-05-21 06:28:47.940487+00:00
2016-11-18,38.04999923706055,39.619998931884766,37.88199996948242,39.00600051879883,39.00600051879883,356792000,2026-05-21 06:28:47.940487+00:00
2016-11-25,39.32500076293945,39.337501525878906,36.9015007019043,37.182498931884766,37.182498931884766,376802000,2026-05-21 06:28:47.940487+00:00
2016-12-02,37.16999816894531,38.68949890136719,36.834999084472656,38.36650085449219,38.36650085449219,370904000,2026-05-21 06:28:47.940487+00:00
2016-12-09,38.5,39.12300109863281,37.86000061035156,38.04999923706055,38.04999923706055,399536000,2026-05-21 06:28:47.940487+00:00
2016-12-16,38.25,38.71950149536133,37.70000076293945,38.31700134277344,38.31700134277344,305064000,2026-05-21 06:28:47.940487+00:00
2016-12-23,38.227500915527344,39.0,37.89950180053711,38.25749969482422,38.25749969482422,221592000,2026-05-21 06:28:47.940487+00:00
2016-12-30,38.32350158691406,39.119998931884766,37.3849983215332,39.022499084472656,39.022499084472656,320022000,2026-05-21 06:28:47.940487+00:00
2017-01-06,39.11800003051758,40.70650100708008,38.92399978637695,40.68199920654297,40.68199920654297,397148000,2026-05-21 06:28:47.940487+00:00
2017-01-13,40.715999603271484,41.08250045776367,40.172000885009766,40.45199966430664,40.45199966430664,247148000,2026-05-21 06:28:47.940487+00:00
2017-01-20,40.763999938964844,42.19200134277344,40.25400161743164,41.95750045776367,41.95750045776367,333086000,2026-05-21 06:28:47.940487+00:00
2017-01-27,41.95000076293945,42.1245002746582,40.819000244140625,41.997501373291016,41.997501373291016,421678000,2026-05-21 06:28:47.940487+00:00
2017-02-03,40.33599853515625,41.25,40.150001525878906,41.06800079345703,41.06800079345703,471502000,2026-05-21 06:28:47.940487+00:00
2017-02-10,41.191001892089844,42.25,41.14250183105469,42.207000732421875,42.207000732421875,301564000,2026-05-21 06:28:47.940487+00:00
2017-02-17,42.099998474121094,43.042999267578125,42.0364990234375,42.609500885009766,42.609500885009766,253980000,2026-05-21 06:28:47.940487+00:00
2017-02-24,42.234500885009766,42.74150085449219,41.88750076293945,42.445499420166016,42.445499420166016,281750000,2026-05-21 06:28:47.940487+00:00
2017-03-03,42.36000061035156,42.81999969482422,42.055999755859375,42.650001525878906,42.650001525878906,222676000,2026-05-21 06:28:47.940487+00:00
2017-03-10,42.849998474121094,42.86750030517578,42.355499267578125,42.67100143432617,42.67100143432617,217624000,2026-05-21 06:28:47.940487+00:00
2017-03-17,42.67449951171875,43.13999938964844,41.95249938964844,42.36899948120117,42.36899948120117,293234000,2026-05-21 06:28:47.940487+00:00
2017-03-24,42.58399963378906,43.85300064086914,41.67499923706055,43.81700134277344,43.81700134277344,303684000,2026-05-21 06:28:47.940487+00:00
2017-03-31,43.849998474121094,46.18600082397461,43.83250045776367,44.91400146484375,44.91400146484375,524342000,2026-05-21 06:28:47.940487+00:00
2017-04-07,44.98249816894531,45.5620002746582,44.2244987487793,44.23350143432617,44.23350143432617,310772000,2026-05-21 06:28:47.940487+00:00
2017-04-14,44.375,45.525001525878906,44.375,45.10300064086914,45.10300064086914,230770000,2026-05-21 06:28:47.940487+00:00
2017-04-21,45.13349914550781,46.09299850463867,44.8385009765625,45.91899871826172,45.91899871826172,336768000,2026-05-21 06:28:47.940487+00:00
2017-04-28,47.44150161743164,47.720001220703125,46.21649932861328,46.87649917602539,46.87649917602539,453622000,2026-05-21 06:28:47.940487+00:00
2017-05-05,47.0260009765625,47.894500732421875,46.51499938964844,47.38100051879883,47.38100051879883,276696000,2026-05-21 06:28:47.940487+00:00
2017-05-12,47.724998474121094,48.50299835205078,47.20600128173828,47.92449951171875,47.92449951171875,402150000,2026-05-21 06:28:47.940487+00:00
2017-05-19,48.141998291015625,49.95000076293945,47.986000061035156,49.66899871826172,49.66899871826172,325958000,2026-05-21 06:28:47.940487+00:00
2017-05-26,49.75,50.060001373291016,49.108001708984375,49.79750061035156,49.79750061035156,262004000,2026-05-21 06:28:47.940487+00:00
2017-06-02,49.949501037597656,50.82500076293945,49.78350067138672,50.51350021362305,50.51350021362305,308190000,2026-05-21 06:28:47.940487+00:00
2017-06-09,50.625,50.64950180053711,46.349998474121094,48.208499908447266,48.208499908447266,620474000,2026-05-21 06:28:47.940487+00:00
2017-06-16,49.79999923706055,50.849998474121094,49.099998474121094,50.064998626708984,50.064998626708984,515376000,2026-05-21 06:28:47.940487+00:00
2017-06-23,50.12699890136719,50.4900016784668,48.26250076293945,48.79650115966797,48.79650115966797,361766000,2026-05-21 06:28:47.940487+00:00
2017-06-30,49.00600051879883,49.173500061035156,47.54999923706055,48.25699996948242,48.25699996948242,264240000,2026-05-21 06:28:47.940487+00:00
2017-07-07,48.477500915527344,50.4275016784668,48.457000732421875,50.03150177001953,50.03150177001953,313236000,2026-05-21 06:28:47.940487+00:00
2017-07-14,50.119998931884766,51.74850082397461,49.84450149536133,51.435001373291016,51.435001373291016,317684000,2026-05-21 06:28:47.940487+00:00
2017-07-21,51.06399917602539,54.16550064086914,50.54999923706055,52.29999923706055,52.29999923706055,447664000,2026-05-21 06:28:47.940487+00:00
2017-07-28,50.606998443603516,51.64250183105469,49.08649826049805,49.34600067138672,49.34600067138672,539198000,2026-05-21 06:28:47.940487+00:00
2017-08-04,49.48400115966797,49.81399917602539,47.73400115966797,47.84600067138672,47.84600067138672,351270000,2026-05-21 06:28:47.940487+00:00
2017-08-11,48.0,49.58700180053711,47.569000244140625,48.028499603271484,48.028499603271484,316694000,2026-05-21 06:28:47.940487+00:00
2017-08-18,48.06999969482422,48.39649963378906,47.05699920654297,47.622501373291016,47.622501373291016,341266000,2026-05-21 06:28:47.940487+00:00
2017-08-25,47.79999923706055,49.04999923706055,46.81650161743164,49.029998779296875,49.029998779296875,300638000,2026-05-21 06:28:47.940487+00:00
2017-09-01,49.209999084472656,49.224998474121094,48.01850128173828,48.9734992980957,48.9734992980957,202316000,2026-05-21 06:28:47.940487+00:00
2017-09-08,48.95500183105469,50.0,48.173500061035156,49.61050033569336,49.61050033569336,291222000,2026-05-21 06:28:47.940487+00:00
2017-09-15,49.6505012512207,49.8125,48.10100173950195,48.23249816894531,48.23249816894531,301380000,2026-05-21 06:28:47.940487+00:00
2017-09-22,48.050498962402344,48.28049850463867,46.587501525878906,47.81999969482422,47.81999969482422,340042000,2026-05-21 06:28:47.940487+00:00
2017-09-29,48.00550079345703,49.07550048828125,47.51850128173828,49.04249954223633,49.04249954223633,268198000,2026-05-21 06:28:47.940487+00:00
2017-10-06,48.78200149536133,50.422000885009766,48.78200149536133,50.04650115966797,50.04650115966797,324200000,2026-05-21 06:28:47.940487+00:00
2017-10-13,50.349998474121094,51.115501403808594,49.012001037597656,49.330501556396484,49.330501556396484,247360000,2026-05-21 06:28:47.940487+00:00
2017-10-20,49.67649841308594,49.73099899291992,48.125,48.621498107910156,48.621498107910156,344698000,2026-05-21 06:28:47.940487+00:00
2017-10-27,52.90700149536133,56.13949966430664,52.52750015258789,54.71099853515625,54.71099853515625,681910000,2026-05-21 06:28:47.940487+00:00
2017-11-03,54.557498931884766,56.777000427246094,54.42599868774414,56.45650100708008,56.45650100708008,322716000,2026-05-21 06:28:47.940487+00:00
2017-11-10,56.30500030517578,56.994998931884766,56.08150100708008,56.864498138427734,56.864498138427734,287574000,2026-05-21 06:28:47.940487+00:00
2017-11-17,56.91400146484375,58.01350021362305,56.127498626708984,57.80799865722656,57.80799865722656,212240000,2026-05-21 06:28:47.940487+00:00
2017-11-24,58.03499984741211,60.670501708984375,57.259498596191406,58.837501525878906,58.837501525878906,571962000,2026-05-21 06:28:47.940487+00:00
2017-12-01,58.602500915527344,58.98249816894531,56.23699951171875,57.989498138427734,57.989498138427734,389674000,2026-05-21 06:28:47.940487+00:00
2017-12-08,58.52000045776367,58.89649963378906,57.849998474121094,58.7130012512207,58.7130012512207,269612000,2026-05-21 06:28:47.940487+00:00
2017-12-15,58.951499938964844,59.73899841308594,58.38199996948242,58.737998962402344,58.737998962402344,296166000,2026-05-21 06:28:47.940487+00:00
2017-12-22,58.604000091552734,59.505001068115234,58.02750015258789,59.30500030517578,59.30500030517578,145984000,2026-05-21 06:28:47.940487+00:00
2017-12-29,59.11750030517578,60.79349899291992,58.375,60.47949981689453,60.47949981689453,230276000,2026-05-21 06:28:47.940487+00:00
2018-01-05,60.8754997253418,63.8385009765625,60.5,63.83399963378906,63.83399963378906,345930000,2026-05-21 06:28:47.940487+00:00
2018-01-12,63.669498443603516,66.99700164794922,63.669498443603516,64.66600036621094,64.66600036621094,438902000,2026-05-21 06:28:47.940487+00:00
2018-01-19,65.5999984741211,69.40799713134766,64.64949798583984,68.89749908447266,68.89749908447266,508968000,2026-05-21 06:28:47.940487+00:00
2018-01-26,69.60050201416016,73.62899780273438,69.04550170898438,69.5,69.5,639392000,2026-05-21 06:28:47.940487+00:00
2018-02-02,73.86949920654297,74.9000015258789,66.03600311279297,67.5250015258789,67.5250015258789,988576000,2026-05-21 06:28:47.940487+00:00
2018-02-09,68.67449951171875,73.4469985961914,63.29650115966797,73.08799743652344,73.08799743652344,768204000,2026-05-21 06:28:47.940487+00:00
2018-02-16,72.86849975585938,75.17449951171875,72.32450103759766,74.26699829101562,74.26699829101562,442686000,2026-05-21 06:28:47.940487+00:00
2018-02-23,74.76699829101562,76.43499755859375,73.25,74.67250061035156,74.67250061035156,510642000,2026-05-21 06:28:47.940487+00:00
2018-03-02,73.45500183105469,77.74400329589844,72.75050354003906,77.59300231933594,77.59300231933594,488398000,2026-05-21 06:28:47.940487+00:00
2018-03-09,78.17500305175781,80.87699890136719,77.9540023803711,79.11599731445312,79.11599731445312,491390000,2026-05-21 06:28:47.940487+00:00
2018-03-16,79.17250061035156,79.5,76.26750183105469,77.24600219726562,77.24600219726562,553176000,2026-05-21 06:28:47.940487+00:00
2018-03-23,76.95050048828125,78.79850006103516,68.26000213623047,72.36699676513672,72.36699676513672,938334000,2026-05-21 06:28:47.940487+00:00
2018-03-30,70.88099670410156,72.97799682617188,67.64399719238281,72.5875015258789,72.5875015258789,681812000,2026-05-21 06:28:47.940487+00:00
2018-04-06,71.49849700927734,72.625,70.01300048828125,72.42500305175781,72.42500305175781,421242000,2026-05-21 06:28:47.940487+00:00
2018-04-13,72.45700073242188,78.4260025024414,71.22599792480469,77.84549713134766,77.84549713134766,467190000,2026-05-21 06:28:47.940487+00:00
2018-04-20,78.05999755859375,78.05999755859375,70.7509994506836,75.89800262451172,75.89800262451172,657802000,2026-05-21 06:28:47.940487+00:00
2018-04-27,81.70050048828125,81.90499877929688,77.3010025024414,78.60399627685547,78.60399627685547,634032000,2026-05-21 06:28:47.940487+00:00
2018-05-04,78.12249755859375,80.77999877929688,78.1094970703125,80.4540023803711,80.4540023803711,335364000,2026-05-21 06:28:47.940487+00:00
2018-05-11,80.54949951171875,80.55899810791016,78.26100158691406,79.08799743652344,79.08799743652344,291382000,2026-05-21 06:28:47.940487+00:00
2018-05-18,79.06649780273438,80.41200256347656,78.31700134277344,80.15350341796875,80.15350341796875,289506000,2026-05-21 06:28:47.940487+00:00
2018-05-25,80.1500015258789,81.75,80.00749969482422,81.48100280761719,81.48100280761719,252372000,2026-05-21 06:28:47.940487+00:00
2018-06-01,81.85150146484375,85.7249984741211,81.75450134277344,84.46499633789062,84.46499633789062,410444000,2026-05-21 06:28:47.940487+00:00
2018-06-08,84.05599975585938,86.23999786376953,83.65049743652344,86.19300079345703,86.19300079345703,281034000,2026-05-21 06:28:47.940487+00:00
2018-06-15,85.69999694824219,88.15499877929688,85.01950073242188,86.51100158691406,86.51100158691406,428982000,2026-05-21 06:28:47.940487+00:00
2018-06-22,87.13099670410156,87.1500015258789,82.31549835205078,85.07250213623047,85.07250213623047,507496000,2026-05-21 06:28:47.940487+00:00
2018-06-29,85.8499984741211,86.25,83.90299987792969,84.98650360107422,84.98650360107422,257792000,2026-05-21 06:28:47.940487+00:00
2018-07-06,84.80000305175781,89.9000015258789,84.58350372314453,89.83100128173828,89.83100128173828,328154000,2026-05-21 06:28:47.940487+00:00
2018-07-13,90.19650268554688,92.94400024414062,89.7614974975586,90.64849853515625,90.64849853515625,501422000,2026-05-21 06:28:47.940487+00:00
2018-07-20,91.25050354003906,93.19200134277344,88.49949645996094,90.4000015258789,90.4000015258789,514284000,2026-05-21 06:28:47.940487+00:00
2018-07-27,93.80249786376953,94.00250244140625,86.96600341796875,91.71649932861328,91.71649932861328,609796000,2026-05-21 06:28:47.940487+00:00
2018-08-03,91.88700103759766,95.72850036621094,90.94599914550781,94.9260025024414,94.9260025024414,381064000,2026-05-21 06:28:47.940487+00:00
2018-08-10,94.42549896240234,96.25,93.489501953125,94.32599639892578,94.32599639892578,496306000,2026-05-21 06:28:47.940487+00:00
2018-08-17,94.29000091552734,95.9749984741211,92.77749633789062,95.1449966430664,95.1449966430664,334308000,2026-05-21 06:28:47.940487+00:00
2018-08-24,95.52549743652344,101.27850341796875,95.12699890136719,100.11900329589844,100.11900329589844,465594000,2026-05-21 06:28:47.940487+00:00
2018-08-31,100.3499984741211,102.5250015258789,96.760498046875,97.91549682617188,97.91549682617188,512696000,2026-05-21 06:28:47.940487+00:00
2018-09-07,96.93550109863281,100.43800354003906,95.8499984741211,99.49349975585938,99.49349975585938,450130000,2026-05-21 06:28:47.940487+00:00
2018-09-14,99.64649963378906,99.68250274658203,94.37049865722656,97.21499633789062,97.21499633789062,443452000,2026-05-21 06:28:47.940487+00:00
2018-09-21,97.71099853515625,100.80799865722656,93.25,100.64900207519531,100.64900207519531,485018000,2026-05-21 06:28:47.940487+00:00
2018-09-28,100.22049713134766,101.65950012207031,94.82849884033203,95.47100067138672,95.47100067138672,509128000,2026-05-21 06:28:47.940487+00:00
2018-10-05,95.89949798583984,96.4540023803711,84.25499725341797,85.96800231933594,85.96800231933594,878264000,2026-05-21 06:28:47.940487+00:00
2018-10-12,90.4000015258789,92.25,86.71150207519531,88.53600311279297,88.53600311279297,658218000,2026-05-21 06:28:47.940487+00:00
2018-10-19,89.25800323486328,90.4749984741211,82.8280029296875,89.1084976196289,89.1084976196289,686904000,2026-05-21 06:28:47.940487+00:00
2018-10-26,82.47949981689453,84.9229965209961,73.81800079345703,83.27649688720703,83.27649688720703,1176314000,2026-05-21 06:28:47.940487+00:00
2018-11-02,83.92949676513672,89.19999694824219,79.81800079345703,87.74549865722656,87.74549865722656,631294000,2026-05-21 06:28:47.940487+00:00
2018-11-09,86.625,87.19599914550781,77.32550048828125,80.97200012207031,80.97200012207031,671118000,2026-05-21 06:28:47.940487+00:00
2018-11-16,79.375,80.7239990234375,71.0,75.83650207519531,75.83650207519531,609034000,2026-05-21 06:28:47.940487+00:00
2018-11-23,75.8499984741211,84.49949645996094,75.09049987792969,83.67849731445312,83.67849731445312,596408000,2026-05-21 06:28:47.940487+00:00
2018-11-30,83.9749984741211,88.91699981689453,80.49250030517578,84.95950317382812,84.95950317382812,602160000,2026-05-21 06:28:47.940487+00:00
2018-12-07,85.25350189208984,85.94650268554688,79.54350280761719,82.91899871826172,82.91899871826172,663698000,2026-05-21 06:28:47.940487+00:00
2018-12-14,81.9000015258789,82.12850189208984,71.6344985961914,73.04149627685547,73.04149627685547,810080000,2026-05-21 06:28:47.940487+00:00
2018-12-21,73.24949645996094,74.0,65.3499984741211,73.08200073242188,73.08200073242188,819882000,2026-05-21 06:28:47.940487+00:00
2018-12-28,73.6675033569336,77.66799926757812,72.44999694824219,75.01399993896484,75.01399993896484,614844000,2026-05-21 06:28:47.940487+00:00
2019-01-04,76.5,83.83049774169922,75.91549682617188,82.81099700927734,82.81099700927734,778274000,2026-05-21 06:28:47.940487+00:00
2019-01-11,82.02749633789062,85.25,79.75749969482422,84.66100311279297,84.66100311279297,545328000,2026-05-21 06:28:47.940487+00:00
2019-01-18,85.5999984741211,85.80999755859375,80.51000213623047,82.74649810791016,82.74649810791016,435048000,2026-05-21 06:28:47.940487+00:00
2019-01-25,83.5250015258789,86.82050323486328,79.53600311279297,85.9365005493164,85.9365005493164,622210000,2026-05-21 06:28:47.940487+00:00
2019-02-01,81.94400024414062,83.65299987792969,79.64550018310547,80.71849822998047,80.71849822998047,589098000,2026-05-21 06:28:47.940487+00:00
2019-02-08,79.30000305175781,82.81900024414062,78.33799743652344,81.13249969482422,81.13249969482422,430284000,2026-05-21 06:28:47.940487+00:00
2019-02-15,81.39299774169922,81.74649810791016,80.02799987792969,80.97200012207031,80.97200012207031,296932000,2026-05-21 06:28:47.940487+00:00
2019-02-22,81.17500305175781,82.7300033569336,80.75499725341797,81.99150085449219,81.99150085449219,302424000,2026-05-21 06:28:47.940487+00:00
2019-03-01,82.75650024414062,85.47149658203125,81.02549743652344,81.29750061035156,81.29750061035156,475536000,2026-05-21 06:28:47.940487+00:00
2019-03-08,80.20050048828125,85.0999984741211,79.32849884033203,84.31099700927734,84.31099700927734,373130000,2026-05-21 06:28:47.940487+00:00
2019-03-15,85.1500015258789,91.1875,84.65650177001953,90.96299743652344,90.96299743652344,627552000,2026-05-21 06:28:47.940487+00:00
2019-03-22,90.50849914550781,90.9489974975586,87.28399658203125,88.6709976196289,88.6709976196289,474010000,2026-05-21 06:28:47.940487+00:00
2019-03-29,89.3290023803711,91.5,88.83149719238281,90.94300079345703,90.94300079345703,371154000,2026-05-21 06:28:47.940487+00:00
2019-04-05,91.44999694824219,92.65450286865234,91.25550079345703,92.20349884033203,92.20349884033203,334530000,2026-05-21 06:28:47.940487+00:00
2019-04-12,92.41999816894531,93.82350158691406,90.94499969482422,93.08450317382812,93.08450317382812,310536000,2026-05-21 06:28:47.940487+00:00
2019-04-19,92.7699966430664,96.4844970703125,92.28199768066406,95.11250305175781,95.11250305175781,355782000,2026-05-21 06:28:47.940487+00:00
2019-04-26,96.44999694824219,97.81700134277344,94.09349822998047,95.04100036621094,95.04100036621094,460796000,2026-05-21 06:28:47.940487+00:00
2019-05-03,97.44999694824219,98.22000122070312,93.80000305175781,94.99349975585938,94.99349975585938,541768000,2026-05-21 06:28:47.940487+00:00
2019-05-10,94.9000015258789,95.87550354003906,90.7874984741211,95.37850189208984,95.37850189208984,510618000,2026-05-21 06:28:47.940487+00:00
2019-05-17,94.65249633789062,95.52649688720703,90.20999908447266,90.77400207519531,90.77400207519531,398016000,2026-05-21 06:28:47.940487+00:00
2019-05-24,91.79450225830078,92.4635009765625,90.37650299072266,90.81600189208984,90.81600189208984,279912000,2026-05-21 06:28:47.940487+00:00
2019-05-31,89.50050354003906,89.77950286865234,83.5999984741211,87.71800231933594,87.71800231933594,546514000,2026-05-21 06:28:47.940487+00:00
2019-06-07,88.18499755859375,94.68499755859375,87.97450256347656,93.51499938964844,93.51499938964844,393920000,2026-05-21 06:28:47.940487+00:00
2019-06-14,93.19999694824219,96.76000213623047,92.94999694824219,95.90950012207031,95.90950012207031,309874000,2026-05-21 06:28:47.940487+00:00
2019-06-21,95.80500030517578,96.29750061035156,93.62100219726562,95.21399688720703,95.21399688720703,276250000,2026-05-21 06:28:47.940487+00:00
2019-06-28,95.45500183105469,97.07949829101562,94.19999694824219,96.94999694824219,96.94999694824219,211314000,2026-05-21 06:28:47.940487+00:00
2019-07-05,96.43000030517578,101.79000091552734,96.26499938964844,100.05349731445312,100.05349731445312,382144000,2026-05-21 06:28:47.940487+00:00
2019-07-12,100.41349792480469,101.31600189208984,97.57749938964844,98.8949966430664,98.8949966430664,283090000,2026-05-21 06:28:47.940487+00:00
2019-07-19,99.56050109863281,100.06500244140625,97.91300201416016,98.69100189208984,98.69100189208984,311138000,2026-05-21 06:28:47.940487+00:00
2019-07-26,97.0999984741211,97.54499816894531,92.20050048828125,92.76599884033203,92.76599884033203,430304000,2026-05-21 06:28:47.940487+00:00
2019-08-02,92.25350189208984,92.31800079345703,87.43900299072266,91.64450073242188,91.64450073242188,486256000,2026-05-21 06:28:47.940487+00:00
2019-08-09,91.44750213623047,91.58699798583984,87.86100006103516,88.80599975585938,88.80599975585938,368640000,2026-05-21 06:28:47.940487+00:00
2019-08-16,89.64450073242188,91.47899627685547,89.22750091552734,90.23300170898438,90.23300170898438,248982000,2026-05-21 06:28:47.940487+00:00
2019-08-23,89.65149688720703,90.24500274658203,87.17549896240234,89.31999969482422,89.31999969482422,336106000,2026-05-21 06:28:47.940487+00:00
2019-08-30,89.87449645996094,92.0999984741211,88.22850036621094,92.03600311279297,92.03600311279297,244732000,2026-05-21 06:28:47.940487+00:00
2019-09-06,91.91100311279297,92.68299865722656,90.26699829101562,92.17749786376953,92.17749786376953,267332000,2026-05-21 06:28:47.940487+00:00
2019-09-13,92.10050201416016,92.30599975585938,89.7750015258789,91.07499694824219,91.07499694824219,243326000,2026-05-21 06:28:47.940487+00:00
2019-09-20,91.08550262451172,91.53150177001953,86.1500015258789,86.99199676513672,86.99199676513672,398204000,2026-05-21 06:28:47.940487+00:00
2019-09-27,87.4000015258789,87.77999877929688,84.25299835205078,86.22100067138672,86.22100067138672,328114000,2026-05-21 06:28:47.940487+00:00
2019-10-04,86.3010025024414,87.3915023803711,85.25,86.01300048828125,86.01300048828125,235746000,2026-05-21 06:28:47.940487+00:00
2019-10-11,87.14600372314453,89.94249725341797,86.0999984741211,89.3740005493164,89.3740005493164,273754000,2026-05-21 06:28:47.940487+00:00
